	Participant ID	Slide Nr.	Learning Style Dimension	Content per AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
867	28	7.0	Input	Illustrations	12436	283.0	64.0	920.0	44	234.0	148.0	Key words	2,37566	12048	280.0	64.0	920.0	43	234.0	148.0	2,37271	14036	1404.0	140.0	8328.0	10	234.0	1784.0	14316	1432.0	148.0	8360.0	10	198.0	1820.0	0	20	198.0	2017.0	242,61	191,54
868	28	10.0	Process	Example	11428	147.0	60.0	352.0	78	65466.0	124.0	Theory	2,39062	5896	147.0	60.0	240.0	40	67782.0	204.0	2,39202	30035	30035.0	30035.0	30035.0	1	65466.0	30035.0	30035	30035.0	30035.0	30035.0	1	65466.0	30035.0	0	16				
869	28	10.0	Process	Exercise	15844	149.0	60.0	412.0	106	28199.0	92.0	Theory	2,3399	14940	151.0	60.0	412.0	99	28199.0	92.0	2,33712	25763	2342.0	60.0	13320.0	11	28199.0	592.0	26023	2366.0	88.0	13332.0	11	28175.0	616.0	0	41	28175.0	28791.0	111,2	96,89
870	28	10.0	Process	Theory	22212	187.0	64.0	624.0	119	236.0	112.0	Theory	2,3773	20168	187.0	64.0	624.0	108	236.0	112.0	2,37689	28008	7002.0	64.0	26568.0	4	236.0	936.0	28104	7026.0	76.0	26612.0	4	228.0	944.0	0	77	1564.0	1172.0	409,56	163,92
871	28	13.0	Input	Key words	5794	200.0	68.0	388.0	29	264.0	132.0	Key words	2,35236	5596	200.0	68.0	388.0	28	264.0	132.0	2,3524	6386	798.0	198.0	1708.0	8	264.0	1708.0	6638	830.0	230.0	1748.0	8	224.0	1748.0	0	17	3456.0	11400.0	561,71	252,5
872	28	13.0	Input	Illustrations	3912	150.0	72.0	372.0	26	2040.0	160.0	Key words	2,32226	3912	150.0	72.0	372.0	26	2040.0	160.0	2,32226	5028	838.0	256.0	1536.0	6	2040.0	480.0	5132	855.0	268.0	1544.0	6	2012.0	508.0	0	10	11400.0	2520.0	252,5	286,78
874	28	16.0	Process	Exercise	25801	128.0	60.0	364.0	201	52348.0	144.0	Exercise	2,45576	21088	132.0	60.0	364.0	160	52348.0	144.0	2,46012	78108	19527.0	934.0	50891.0	4	52348.0	2164.0	78216	19554.0	958.0	50911.0	4	52292.0	2220.0	0	44		54511.0		147,5
875	28	16.0	Process	Theory	9396	157.0	60.0	944.0	60	30192.0	296.0	Exercise	2,33994	8424	159.0	60.0	944.0	53	30192.0	296.0	2,33737	14996	2142.0	144.0	11016.0	7	30192.0	952.0	15136	2162.0	152.0	11056.0	7	30160.0	984.0	0	20	30160.0	32284.0	242,44	74,93
873	28	16.0	Process	Example	22980	185.0	60.0	600.0	124	212.0	132.0	Exercise	2,3596	22636	186.0	60.0	600.0	122	212.0	132.0	2,35792	28347	14174.0	648.0	27699.0	2	212.0	648.0	28455	14228.0	692.0	27763.0	2	168.0	692.0	0	83	168.0	860.0	431,69	174,68
876	28	19.0	Input	Key words	3124	116.0	64.0	296.0	27	5798.0	92.0	Illustrations	2,29605	3124	116.0	64.0	296.0	27	5798.0	92.0	2,29605	5116	639.0	128.0	1452.0	8	5798.0	492.0	5320	665.0	140.0	1460.0	8	5762.0	528.0	0	6	5762.0	7394.0	171,89	139,27
877	28	19.0	Input	Illustrations	9640	201.0	60.0	712.0	48	246.0	124.0	Illustrations	2,31544	9576	204.0	60.0	712.0	47	246.0	124.0	2,31562	11188	1119.0	188.0	3020.0	10	246.0	632.0	11452	1145.0	212.0	3076.0	10	214.0	664.0	0	18	214.0	878.0	227,3	197,9
878	28	22.0	Process	Example	16416	155.0	60.0	412.0	106	1269.0	180.0	Exercise	2,30933	13964	162.0	60.0	412.0	86	1269.0	180.0	2,30997	32123	5354.0	288.0	15000.0	6	1269.0	288.0	32227	5371.0	320.0	15052.0	6	1237.0	320.0	0	40	1237.0	1557.0	236,04	335,51
879	28	22.0	Process	Exercise	42364	194.0	60.0	972.0	218	229.0	160.0	Exercise	2,36484	37535	206.0	60.0	972.0	182	229.0	160.0	2,36189	60004	6667.0	608.0	17940.0	9	229.0	628.0	60276	6697.0	620.0	17956.0	9	185.0	672.0	0	132	185.0	857.0	508,65	226,84
880	28	22.0	Process	Theory	15588	171.0	60.0	732.0	91	893.0	344.0	Exercise	2,29549	15128	174.0	60.0	732.0	87	893.0	344.0	2,295	20980	2997.0	64.0	15772.0	7	893.0	344.0	21124	3018.0	68.0	15788.0	7	857.0	380.0	0	49	857.0	1237.0	226,84	236,04
881	28	25.0	Perception	Multiple choice question	16948	140.0	60.0	332.0	121	3634.0	156.0	Supporting text	2,3034	14928	144.0	60.0	332.0	104	3634.0	156.0	2,29096	48955	6119.0	64.0	27200.0	8	3634.0	372.0	49111	6139.0	68.0	27224.0	8	3598.0	408.0	0	44	3598.0	4006.0	229,04	259,17
882	28	25.0	Perception	Supporting text	45699	205.0	60.0	1052.0	223	0.0	114.0	Supporting text	2,33467	41871	213.0	60.0	1052.0	197	3134.0	136.0	2,33006	64907	8113.0	62.0	31991.0	8	0.0	114.0	65119	8140.0	82.0	31991.0	8	0.0	114.0	0	138	3070.0	3598.0	563,49	229,04
884	28	28.0	Perception	Supporting text	3772	145.0	76.0	340.0	26	24905.0	136.0	Supporting text	2,33296	2720	160.0	76.0	340.0	17	24905.0	136.0	2,34358	17656	2943.0	452.0	11684.0	6	24905.0	616.0	17748	2958.0	464.0	11684.0	6	24865.0	656.0	0	6	24865.0	25521.0	310,82	113,16
883	28	28.0	Perception	Multiple choice question	17668	190.0	60.0	588.0	93	237.0	152.0	Supporting text	2,3661	14540	208.0	60.0	588.0	70	237.0	152.0	2,36158	50851	16950.0	972.0	29475.0	3	237.0	972.0	50951	16984.0	1020.0	29475.0	3	189.0	1020.0	0	46	189.0	1209.0	341,75	269,07
886	28	31.0	Perception	Second additional material	2812	104.0	64.0	268.0	27	34534.0	228.0	Third additional material	2,31697	176	88.0	84.0	92.0	2	42918.0	92.0	2,3155	23840	23840.0	23840.0	23840.0	1	34534.0	23840.0	23840	23840.0	23840.0	23840.0	1	34534.0	23840.0	0	0				
887	28	31.0	Perception	Third additional material	3496	117.0	60.0	272.0	30	60922.0	164.0	Third additional material	2,29565	276	138.0	76.0	200.0	2	86714.0	200.0	2,34912	27692	13846.0	580.0	27112.0	2	60922.0	27112.0	27708	13854.0	580.0	27128.0	2	60906.0	27128.0	0	1				
885	28	31.0	Perception	First additional material	2812	117.0	60.0	356.0	24	207.0	140.0	Third additional material	2,35907	1324	147.0	72.0	356.0	9	207.0	140.0	2,37986	27451	13726.0	524.0	26927.0	2	207.0	524.0	27495	13748.0	568.0	26927.0	2	163.0	568.0	0	4	163.0		427,39	
889	29	4.0	Understanding	Summary	46739	196.0	68.0	768.0	239	321.0	116.0	Summary	2,64434	45155	199.0	68.0	768.0	227	321.0	116.0	2,64228	56454	18818.0	116.0	55446.0	3	321.0	116.0	56586	18862.0	144.0	55494.0	3	293.0	144.0	0	199	293.0	437.0	204,12	410,06
888	29	4.0	Understanding	Table of contents	19704	182.0	60.0	624.0	108	501.0	112.0	Summary	2,5185	19512	182.0	60.0	624.0	107	501.0	112.0	2,51972	25392	12696.0	2056.0	23336.0	2	501.0	2056.0	25512	12756.0	2120.0	23392.0	2	437.0	2120.0	0	80	437.0	2557.0	410,06	406,4
891	29	7.0	Input	Illustrations	8832	276.0	116.0	1004.0	32	174.0	164.0	Illustrations	2,51574	8580	277.0	116.0	1004.0	31	174.0	164.0	2,51723	9540	3180.0	252.0	8132.0	3	174.0	1156.0	9680	3227.0	308.0	8184.0	3	142.0	1188.0	0	29	142.0	1330.0	173,83	258,28
890	29	7.0	Input	Key words	10848	258.0	64.0	1428.0	42	11814.0	76.0	Illustrations	2,52295	10352	272.0	76.0	1428.0	38	11814.0	76.0	2,52475	13612	6806.0	5348.0	8264.0	2	11814.0	5348.0	13716	6858.0	5436.0	8280.0	2	11726.0	5436.0	0	28	11726.0	17162.0	390,25	112,32
894	29	10.0	Process	Theory	33399	235.0	60.0	896.0	142	175.0	148.0	Exercise	2,59612	33339	236.0	76.0	896.0	141	175.0	148.0	2,59619	37655	9414.0	864.0	32527.0	4	175.0	864.0	37887	9472.0	884.0	32619.0	4	155.0	884.0	0	129	2231.0	1039.0	407,3	250,31
893	29	10.0	Process	Exercise	41051	200.0	68.0	740.0	205	6895.0	144.0	Exercise	2,5601	39595	201.0	68.0	740.0	197	6895.0	144.0	2,56135	50099	10020.0	428.0	33855.0	5	6895.0	428.0	50287	10057.0	480.0	33939.0	5	6843.0	480.0	0	163	6843.0	7323.0	386,86	341
892	29	10.0	Process	Example	33103	212.0	60.0	1188.0	156	91109.0	148.0	Exercise	2,57684	28620	227.0	100.0	1188.0	126	91109.0	148.0	2,56863	42199	21100.0	10700.0	31499.0	2	91109.0	31499.0	42251	21126.0	10716.0	31535.0	2	91073.0	31535.0	0	123	91073.0	122609.0	262,23	149,62
896	29	13.0	Input	Illustrations	0				0			Key words		0				0				0				0			0				0			0	0				
895	29	13.0	Input	Key words	5986	239.0	18.0	680.0	25	2737.0	152.0	Key words	2,56881	5260	263.0	116.0	680.0	20	2737.0	152.0	2,57399	8930	8930.0	8930.0	8930.0	1	2737.0	8930.0	8950	8950.0	8950.0	8950.0	1	2717.0	8950.0	0	18				
899	29	16.0	Process	Theory	20120	190.0	60.0	544.0	106	39437.0	148.0	Exercise	2,50887	18444	192.0	60.0	544.0	96	39437.0	148.0	2,51058	25436	8479.0	736.0	20928.0	3	39437.0	3772.0	25464	8488.0	756.0	20932.0	3	39433.0	3776.0	0	72		43209.0		312,82
898	29	16.0	Process	Exercise	68299	222.0	60.0	840.0	307	67836.0	472.0	Exercise	2,54995	54719	228.0	60.0	840.0	240	67836.0	472.0	2,53812	81182	16236.0	256.0	70411.0	5	67836.0	472.0	81330	16266.0	280.0	70471.0	5	67792.0	516.0	0	228	67792.0	68308.0	285,52	156,66
897	29	16.0	Process	Example	32653	207.0	60.0	636.0	158	0.0	181.0	Exercise	2,59187	31207	208.0	60.0	636.0	150	229.0	72.0	2,59367	39293	9823.0	140.0	37289.0	4	0.0	37289.0	39405	9851.0	160.0	37289.0	4	0.0	37289.0	0	142	37589.0		223,4	
901	29	19.0	Input	Illustrations	411	103.0	64.0	147.0	4	0.0	147.0	Illustrations	2,79928	264	88.0	64.0	120.0	3	187.0	120.0	2,80917	647	647.0	647.0	647.0	1	0.0	647.0	647	647.0	647.0	647.0	1	0.0	647.0	0	1		647.0		184,51
900	29	19.0	Input	Key words	0				0			Illustrations		0				0				0				0			0				0			0	0				
904	29	22.0	Process	Theory	28655	180.0	60.0	848.0	159	29737.0	156.0	Example	2,59336	28463	181.0	60.0	848.0	157	29737.0	156.0	2,59381	39699	9925.0	444.0	19408.0	4	29737.0	444.0	39875	9969.0	500.0	19428.0	4	29681.0	500.0	0	104	29681.0	38969.0	340,91	164,48
903	29	22.0	Process	Exercise	49257	243.0	64.0	1252.0	203	0.0	166.0	Example	2,65266	48039	245.0	64.0	1252.0	196	1158.0	148.0	2,65128	55997	11199.0	708.0	25756.0	5	0.0	8478.0	56129	11226.0	768.0	25792.0	5	0.0	8478.0	0	177	73141.0	8478.0	394,72	370,29
902	29	22.0	Process	Example	29407	230.0	72.0	632.0	128	32161.0	148.0	Example	2,58426	28711	230.0	72.0	632.0	125	32161.0	148.0	2,58391	32771	4682.0	132.0	28495.0	7	32161.0	592.0	33015	4716.0	156.0	28515.0	7	32069.0	684.0	0	119	32069.0	32753.0	272,96	237,48
906	29	25.0	Perception	Supporting text	38619	251.0	64.0	1080.0	154	105.0	152.0	Multiple choice question	2,55766	38083	249.0	64.0	1080.0	153	105.0	152.0	2,55803	43087	14362.0	496.0	41947.0	3	105.0	644.0	43111	14370.0	504.0	41955.0	3	97.0	652.0	0	143		749.0		260,58
905	29	25.0	Perception	Multiple choice question	33355	221.0	60.0	556.0	151	781.0	308.0	Multiple choice question	2,53804	33091	222.0	60.0	556.0	149	781.0	308.0	2,53816	39059	9765.0	308.0	30439.0	4	781.0	308.0	39215	9804.0	340.0	30467.0	4	749.0	340.0	0	129	749.0	77056.0	260,58	137,3
908	29	28.0	Perception	Supporting text	38795	222.0	68.0	684.0	175	1061.0	108.0	Multiple choice question	2,55624	36655	224.0	68.0	684.0	164	1061.0	108.0	2,55031	44611	6373.0	440.0	14428.0	7	1061.0	12820.0	44819	6403.0	464.0	14444.0	7	1045.0	12836.0	0	150	28748.0	28560.0	370,72	285,26
907	29	28.0	Perception	Multiple choice question	30047	200.0	1.0	1052.0	150	0.0	1.0	Multiple choice question	2,56611	29559	205.0	60.0	1052.0	144	28612.0	136.0	2,5644	36047	6008.0	104.0	29551.0	6	0.0	1001.0	36311	6052.0	156.0	29631.0	6	0.0	1001.0	0	117	28560.0	28748.0	285,26	370,72
911	29	31.0	Perception	Third additional material	31639	224.0	60.0	912.0	141	4376.0	396.0	First additional material	2,54714	27012	227.0	60.0	724.0	119	4376.0	396.0	2,52994	37915	9479.0	1868.0	15580.0	4	4376.0	15580.0	38055	9514.0	1888.0	15632.0	4	4324.0	15632.0	0	110	38712.0	19956.0	150,22	219,33
910	29	31.0	Perception	Second additional material	1008	144.0	60.0	224.0	7	2132.0	184.0	First additional material	2,62262	1008	144.0	60.0	224.0	7	2132.0	184.0	2,62262	1284	321.0	60.0	472.0	4	2132.0	344.0	1408	352.0	124.0	484.0	4	2104.0	372.0	0	2	2104.0	2476.0	236,23	160,47
909	29	31.0	Perception	First additional material	1576	225.0	60.0	432.0	7	80.0	132.0	First additional material	2,66062	1576	225.0	60.0	432.0	7	80.0	132.0	2,66062	1684	421.0	60.0	872.0	4	80.0	652.0	1824	456.0	96.0	916.0	4	28.0	704.0	0	3	28.0	732.0	297,78	178,61
936	30	4.0	Understanding	Table of contents	21264	280.0	60.0	784.0	76	510.0	244.0	Summary	2,59698	19392	294.0	64.0	784.0	66	510.0	244.0	2,60559	26748	13374.0	232.0	26516.0	2	510.0	26516.0	26868	13434.0	300.0	26568.0	2	458.0	26568.0	0	42	458.0	48515.0	434,83	581,21
937	30	4.0	Understanding	Summary	32927	268.0	64.0	868.0	123	27206.0	152.0	Summary	2,47467	26220	268.0	64.0	860.0	98	28031.0	188.0	2,47356	39603	9901.0	152.0	19688.0	4	27206.0	152.0	39747	9937.0	184.0	19712.0	4	27175.0	184.0	0	89	28007.0	28219.0	105,28	75,73
938	30	7.0	Input	Key words	10524	310.0	88.0	1376.0	34	0.0	235.0	Illustrations	2,523	9896	319.0	88.0	1376.0	31	9008.0	180.0	2,52063	11316	3772.0	235.0	10728.0	3	0.0	235.0	11368	3789.0	235.0	10736.0	3	0.0	235.0	0	30	8964.0	9360.0	227,56	368,91
939	30	7.0	Input	Illustrations	4263	237.0	64.0	928.0	18	271.0	172.0	Illustrations	2,6293	4128	243.0	64.0	928.0	17	271.0	172.0	2,63267	4747	1187.0	135.0	3476.0	4	271.0	912.0	4903	1226.0	143.0	3560.0	4	243.0	940.0	0	12	5404.0	8964.0	512,36	227,56
940	30	10.0	Process	Example	37125	317.0	76.0	1540.0	117	94624.0	340.0	Example	2,459	27972	341.0	104.0	1540.0	82	94624.0	340.0	2,45634	45741	22870.0	3052.0	42689.0	2	94624.0	42689.0	45765	22882.0	3052.0	42713.0	2	94600.0	42713.0	0	83	94600.0	140929.0	138,24	66,45
941	30	10.0	Process	Exercise	37429	281.0	60.0	940.0	133	975.0	236.0	Example	2,48267	28900	307.0	60.0	940.0	94	49192.0	160.0	2,48947	44629	11157.0	360.0	28204.0	4	975.0	360.0	44821	11205.0	400.0	28280.0	4	935.0	400.0	0	90	935.0	1335.0	235,7	382,69
942	30	10.0	Process	Theory	31699	219.0	60.0	660.0	145	0.0	187.0	Example	2,54197	25008	225.0	60.0	660.0	111	239.0	164.0	2,54282	44240	6320.0	60.0	32208.0	7	0.0	935.0	44468	6353.0	72.0	32228.0	7	0.0	935.0	0	79	3931.0	935.0	510,89	235,7
943	30	13.0	Input	Key words	6616	245.0	80.0	904.0	27	442.0	172.0	Illustrations	2,44393	6444	248.0	80.0	904.0	26	1138.0	172.0	2,44259	7920	1131.0	148.0	6084.0	7	442.0	172.0	8152	1165.0	204.0	6100.0	7	406.0	208.0	0	13	1102.0	1538.0	147,43	114,57
944	30	13.0	Input	Illustrations	3630	302.0	124.0	786.0	12	12474.0	180.0	Illustrations	2,41572	2660	266.0	124.0	492.0	10	12474.0	180.0	2,42316	3806	761.0	428.0	1052.0	5	12474.0	1052.0	3990	798.0	468.0	1092.0	5	12434.0	1092.0	0	6	12434.0	13526.0	185,77	106,26
945	30	16.0	Process	Example	31064	217.0	60.0	1112.0	143	235.0	148.0	Example	2,46885	19460	259.0	64.0	1112.0	75	235.0	148.0	2,47035	56797	5680.0	104.0	26280.0	10	235.0	680.0	56977	5698.0	104.0	26280.0	10	171.0	744.0	0	57	171.0	2375.0	319,59	185
946	30	16.0	Process	Exercise	7096	215.0	60.0	660.0	33	3011.0	228.0	Example	2,42872	4172	261.0	68.0	660.0	16	3011.0	228.0	2,45937	19116	9558.0	1408.0	17708.0	2	3011.0	1408.0	19212	9606.0	1444.0	17768.0	2	2975.0	1444.0	0	9	2975.0		255,39	
947	30	16.0	Process	Theory	28040	302.0	60.0	1196.0	93	999.0	252.0	Example	2,37386	21108	302.0	60.0	1196.0	70	999.0	252.0	2,38557	38009	7602.0	168.0	34305.0	5	999.0	348.0	38177	7635.0	168.0	34324.0	5	979.0	368.0	0	63	2375.0	2975.0	185	255,39
948	30	19.0	Input	Key words	5592	350.0	144.0	1132.0	16	3089.0	212.0	Illustrations	2,31964	5592	350.0	144.0	1132.0	16	3089.0	212.0	2,31964	5796	828.0	144.0	1700.0	7	3089.0	392.0	6028	861.0	180.0	1736.0	7	3053.0	428.0	0	9	3053.0	3481.0	231,4	249,51
949	30	19.0	Input	Illustrations	6812	243.0	84.0	596.0	28	193.0	572.0	Illustrations	2,36087	6812	243.0	84.0	596.0	28	193.0	572.0	2,36087	7604	845.0	156.0	2228.0	9	193.0	1080.0	7908	879.0	188.0	2260.0	9	153.0	1120.0	0	18	153.0	1273.0	245,95	117,23
950	30	22.0	Process	Example	27092	268.0	60.0	1196.0	101	19984.0	292.0	Exercise	2,37276	14888	324.0	112.0	1196.0	46	19984.0	292.0	2,34578	50169	10034.0	1032.0	42165.0	5	19984.0	1032.0	50273	10055.0	1056.0	42165.0	5	19960.0	1056.0	0	47	19960.0	21016.0	103,57	211,7
951	30	22.0	Process	Exercise	5412	226.0	100.0	520.0	24	1632.0	188.0	Exercise	2,54374	4688	234.0	100.0	520.0	20	2376.0	300.0	2,56183	6764	3382.0	440.0	6324.0	2	1632.0	6324.0	6764	3382.0	440.0	6324.0	2	1632.0	6324.0	0	15		7956.0		124,44
952	30	22.0	Process	Theory	10664	227.0	68.0	424.0	47	7996.0	352.0	Exercise	2,4319	10664	227.0	68.0	424.0	47	7996.0	352.0	2,4319	12540	4180.0	256.0	11964.0	3	7996.0	11964.0	12652	4217.0	292.0	12004.0	3	7956.0	12004.0	0	40	7956.0	19960.0	124,44	103,57
953	30	25.0	Perception	Multiple choice question	14620	206.0	64.0	644.0	71	1067.0	196.0	Supporting text	2,38402	8868	277.0	120.0	644.0	32	1291.0	200.0	2,37765	37681	9420.0	424.0	30652.0	4	1067.0	424.0	37717	9429.0	424.0	30680.0	4	1067.0	424.0	0	32	66040.0	1491.0	94,55	296,05
954	30	25.0	Perception	Supporting text	32539	239.0	60.0	1152.0	136	935.0	100.0	Supporting text	2,44878	19188	295.0	72.0	1152.0	65	1527.0	192.0	2,44328	53216	8869.0	100.0	37797.0	6	935.0	100.0	53404	8901.0	100.0	37829.0	6	935.0	100.0	0	60	1491.0	3187.0	296,05	113,68
955	30	28.0	Perception	Multiple choice question	37941	245.0	60.0	1304.0	155	52.0	184.0	Multiple choice question	2,39678	31900	261.0	64.0	1304.0	122	52.0	184.0	2,40106	57185	6354.0	88.0	35861.0	9	52.0	292.0	57393	6377.0	112.0	35889.0	9	48.0	296.0	0	88	10660.0	10168.0	346,96	117,81
956	30	28.0	Perception	Supporting text	24148	254.0	60.0	1328.0	95	11592.0	144.0	Multiple choice question	2,36195	16772	300.0	60.0	1328.0	56	11592.0	144.0	2,35712	43705	14568.0	624.0	37984.0	3	11592.0	624.0	43861	14620.0	692.0	38040.0	3	11524.0	692.0	0	49	63713.0	12216.0	120,95	369,9
958	30	31.0	Perception	Second additional material	840	280.0	176.0	408.0	3	2367.0	256.0	First additional material	2,59643	840	280.0	176.0	408.0	3	2367.0	256.0	2,59643	912	912.0	912.0	912.0	1	2367.0	912.0	936	936.0	936.0	936.0	1	2343.0	936.0	0	2	2343.0	3279.0	134,44	232,37
957	30	31.0	Perception	First additional material	794	132.0	59.0	214.0	6	0.0	59.0	First additional material	2,55142	356	119.0	80.0	144.0	3	91.0	80.0	2,58346	1218	406.0	144.0	859.0	3	0.0	859.0	1326	442.0	196.0	859.0	3	0.0	859.0	0	0	2147.0	859.0	326,92	183,84
959	30	31.0	Perception	Third additional material	268	268.0	268.0	268.0	1	3315.0	268.0	First additional material	2,65319	268	268.0	268.0	268.0	1	3315.0	268.0	2,65319	268	268.0	268.0	268.0	1	3315.0	268.0	304	304.0	304.0	304.0	1	3279.0	304.0	0	0	3279.0	3583.0	232,37	431,43
961	31	4.0	Understanding	Summary	6848	201.0	68.0	948.0	34	4530.0	340.0	Summary	2,75811	5224	249.0	132.0	948.0	21	4530.0	340.0	2,7604	9312	3104.0	500.0	7776.0	3	4530.0	500.0	9432	3144.0	556.0	7840.0	3	4474.0	556.0	0	21	4474.0	5030.0	380,9	337,67
960	31	4.0	Understanding	Table of contents	4792	200.0	64.0	400.0	24	382.0	136.0	Summary	2,77991	3776	236.0	84.0	400.0	16	1474.0	188.0	2,75213	6664	3332.0	2572.0	4092.0	2	382.0	4092.0	6772	3386.0	2636.0	4136.0	2	338.0	4136.0	0	14	338.0	4474.0	298,65	380,9
963	31	7.0	Input	Illustrations	3444	181.0	44.0	376.0	19	410.0	156.0	Illustrations	2,77186	2692	192.0	96.0	348.0	14	1126.0	144.0	2,7777	4468	638.0	184.0	1184.0	7	410.0	860.0	4772	682.0	224.0	1288.0	7	410.0	860.0	0	10	5438.0	4538.0	193,51	339,57
962	31	7.0	Input	Key words	2788	199.0	68.0	432.0	14	74.0	108.0	Illustrations	2,78754	1684	281.0	144.0	432.0	6	4578.0	144.0	2,80089	4104	684.0	108.0	2252.0	6	74.0	108.0	4248	708.0	108.0	2252.0	6	74.0	108.0	0	3	4538.0	5438.0	339,57	193,51
965	31	10.0	Process	Exercise	22116	192.0	60.0	792.0	115	368.0	172.0	Example	2,67021	13956	218.0	68.0	792.0	64	22256.0	252.0	2,66797	33612	6722.0	108.0	31972.0	5	368.0	172.0	33852	6770.0	164.0	32004.0	5	320.0	220.0	0	62	320.0	22788.0	325,47	51,88
966	31	10.0	Process	Theory	11820	215.0	88.0	540.0	55	200.0	120.0	Example	2,73251	10732	228.0	120.0	540.0	47	200.0	120.0	2,73668	21188	5297.0	120.0	20096.0	4	200.0	120.0	21312	5328.0	184.0	20144.0	4	136.0	184.0	0	44		320.0		325,47
964	31	10.0	Process	Example	5908	179.0	76.0	316.0	33	24572.0	172.0	Example	2,6813	3328	196.0	100.0	316.0	17	25404.0	192.0	2,66724	8352	4176.0	1024.0	7328.0	2	24572.0	1024.0	8352	4176.0	1024.0	7328.0	2	24572.0	1024.0	0	19		25596.0		263,11
968	31	13.0	Input	Illustrations	64	64.0	64.0	64.0	1	3599.0	64.0	Illustrations	2,90447	0				0				64	64.0	64.0	64.0	1	3599.0	64.0	64	64.0	64.0	64.0	1	3599.0	64.0	0	0				
967	31	13.0	Input	Key words	664	166.0	100.0	232.0	4	739.0	100.0	Illustrations	2,75759	144	144.0	144.0	144.0	1	1115.0	144.0	2,78721	1736	1736.0	1736.0	1736.0	1	739.0	1736.0	1736	1736.0	1736.0	1736.0	1	739.0	1736.0	0	1				
970	31	16.0	Process	Exercise	19116	201.0	60.0	484.0	95	14239.0	100.0	Exercise	2,69909	13804	226.0	92.0	484.0	61	14239.0	100.0	2,68896	34316	11439.0	100.0	33564.0	3	14239.0	100.0	34400	11467.0	112.0	33636.0	3	14227.0	112.0	0	59	16867.0	50503.0	480,02	269,68
969	31	16.0	Process	Example	6444	190.0	68.0	420.0	34	363.0	192.0	Exercise	2,78447	4224	201.0	112.0	420.0	21	2899.0	176.0	2,74137	8916	2229.0	128.0	8228.0	4	363.0	192.0	8980	2245.0	128.0	8264.0	4	363.0	192.0	0	17	2383.0	555.0	219,78	108,14
971	31	16.0	Process	Theory	2696	180.0	64.0	400.0	15	579.0	108.0	Exercise	2,73177	940	235.0	156.0	392.0	4	10715.0	208.0	2,73282	3500	700.0	124.0	2068.0	5	579.0	436.0	3716	743.0	180.0	2068.0	5	555.0	460.0	0	4	555.0	11127.0	108,14	123,35
973	31	19.0	Input	Illustrations	600	200.0	84.0	300.0	3	538.0	84.0	Key words	2,71855	300	300.0	300.0	300.0	1	1906.0	300.0	2,7413	840	420.0	300.0	540.0	2	538.0	540.0	884	442.0	344.0	540.0	2	538.0	540.0	0	0	1862.0	1078.0	242,7	105,18
972	31	19.0	Input	Key words	692	231.0	184.0	304.0	3	1318.0	204.0	Key words	2,83858	692	231.0	184.0	304.0	3	1318.0	204.0	2,83858	728	364.0	184.0	544.0	2	1318.0	544.0	788	394.0	192.0	596.0	2	1266.0	596.0	0	1	1266.0	1862.0	392,41	242,7
974	31	22.0	Process	Example	7256	213.0	80.0	344.0	34	26855.0	140.0	Exercise	2,67114	7116	216.0	80.0	344.0	33	27023.0	192.0	2,67237	8500	4250.0	1144.0	7356.0	2	26855.0	1144.0	8556	4278.0	1144.0	7412.0	2	26855.0	1144.0	0	31	32827.0	27999.0	327,57	134,11
975	31	22.0	Process	Exercise	18216	194.0	60.0	464.0	94	79.0	152.0	Exercise	2,75558	12420	218.0	112.0	464.0	57	79.0	152.0	2,73605	25000	6250.0	60.0	24608.0	4	79.0	24608.0	25056	6264.0	60.0	24624.0	4	63.0	24624.0	0	56		28739.0		200,75
976	31	22.0	Process	Theory	2724	170.0	76.0	328.0	16	24903.0	112.0	Exercise	2,71468	1232	176.0	92.0	272.0	7	28775.0	188.0	2,68618	4596	2298.0	544.0	4052.0	2	24903.0	544.0	4632	2316.0	544.0	4088.0	2	24903.0	544.0	0	4	28739.0	32827.0	200,75	327,57
977	31	25.0	Perception	Multiple choice question	14228	176.0	68.0	316.0	81	1376.0	140.0	Supporting text	2,66992	10492	194.0	128.0	316.0	54	19540.0	204.0	2,65969	24484	4897.0	140.0	11320.0	5	1376.0	140.0	24576	4915.0	140.0	11364.0	5	1376.0	140.0	0	53	42116.0	42604.0	114,48	205,87
